"","ID","T1_PolParty","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1c_BFI_2_XS_extravert1","T1c_BFI_2_XS_agreeable1","T1c_BFI_2_XS_conscientious1","T1c_BFI_2_XS_neurotic1","T1c_BFI_2_XS_open1","T1c_BFI_2_XS_extravert2","T1c_BFI_2_XS_agreeable2","T1c_BFI_2_XS_conscientious2","T1c_BFI_2_XS_neurotic2","T1c_BFI_2_XS_open2","T1c_BFI_2_XS_extravert3","T1c_BFI_2_XS_agreeable3","T1c_BFI_2_XS_conscientious3","T1c_BFI_2_XS_neurotic3","T1c_BFI_2_XS_open3","T2_ActPast_Prevent_Self","T2_ActPast_Prevent_Mask","T2_ActPast_Prevent_Sanitize","T2_ActPast_SocialDistance","T2_ActPast_SelfIsolate","T2_ActPresent_Prevent_Self","T2_ActPresent_Prevent_Mask","T2_ActPresent_Prevent_Sanitize","T2_ActPresent_SocialDistance","T2_ActPresent_SelfIsolate","T3_ActPast_Prevent_Self","T3_ActPast_Prevent_Mask","T3_ActPast_Prevent_Sanitize","T3_ActPast_SocialDistance","T3_ActPast_SelfIsolate","T3_ActPresent_Prevent_Self","T3_ActPresent_Prevent_Mask","T3_ActPresent_Prevent_Sanitize","T3_ActPresent_SocialDistance","T3_ActPresent_SelfIsolate","T4_ActPast_Prevent_Self","T4_ActPast_Prevent_Mask","T4_ActPast_Prevent_Sanitize","T4_ActPast_SocialDistance","T4_ActPast_SelfIsolate","T4_ActPresent_Prevent_Self","T4_ActPresent_Prevent_Mask","T4_ActPresent_Prevent_Sanitize","T4_ActPresent_SocialDistance","T4_ActPresent_SelfIsolate","T5_ActPast_Prevent_Self","T5_ActPast_Prevent_Mask","T5_ActPast_Prevent_Sanitize","T5_ActPast_SocialDistance","T5_ActPast_SelfIsolate","T5_ActPresent_Prevent_Self","T5_ActPresent_Prevent_Mask","T5_ActPresent_Prevent_Sanitize","T5_ActPresent_SocialDistance","T5_ActPresent_SelfIsolate","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate"
"80",80,2,43,1,2,5,4,4,1,4,4,0,0,1,4,0,1,1,3,1,3,3,0,3,4,4,4,0,4,4,4,3,3,1,4,3,4,3,1,4,4,3,3,1,4,4,3,2,3,4,4,4,4,1,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,3
"81",81,2,25,1,5,6,4,3,4,3,0,0,1,4,0,4,1,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,3,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,1,3,4,4,4,2,4,4,4,4,1,3,4,4,4,2,4,4
"82",82,1,48,2,2,5,3,2,3,0,1,2,3,3,1,2,3,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,4,4,3,4,2,3,3,2,3,2,4,3,2,3,1,3,3,2,2,0,3,3,2,2,0,4,4,2,4,0,4,4,4,4,0
"83",83,1,57,2,2,6,2,4,0,0,1,4,1,0,0,1,3,3,4,4,3,4,0,4,4,4,4,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,3
"84",84,1,32,1,6,6,0,3,3,3,0,2,3,3,3,3,1,1,3,1,2,3,0,3,4,4,0,0,3,4,4,0,0,4,4,4,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,3,30,1,1,5,1,1,3,2,4,1,2,3,1,1,3,1,2,1,1,3,0,2,3,3,3,0,3,3,3,3,3,2,4,0,4,4,3,3,1,4,4,3,4,3,4,4,3,4,3,4,4,3,4,0,4,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,2,39,2,1,5,3,4,0,3,3,3,0,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,4,4,4,3,4,4,4,4,0,4,4,4,3,0
"87",87,2,37,2,5,6,2,4,0,1,3,1,0,0,0,0,3,3,4,4,3,4,0,3,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,3,70,2,2,5,4,3,1,4,3,0,1,1,1,4,1,3,3,0,0,3,0,1,3,4,3,0,1,3,3,4,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,4,2,2,2,3,4,2,2,2
"89",89,3,24,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,0,4,4,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,2,31,2,2,7,4,4,1,3,3,3,0,0,0,0,3,4,4,3,4,4,0,1,4,4,4,0,3,4,4,4,3,2,4,3,4,4,2,4,4,4,4,2,4,3,4,4,3,4,2,4,3,3,4,0,4,4,3,4,1,4,4,2,4,0,4,4,4,4,4
"91",91,2,27,1,1,6,4,3,1,3,4,2,1,4,3,4,2,3,4,2,3,4,0,4,2,4,3,2,3,4,4,3,4,3,3,4,4,3,2,3,4,3,4,4,3,3,3,4,3,4,3,3,4,4,4,3,2,4,3,4,4,3,4,3,4,3,2,4,2,3,3
"92",92,2,42,2,2,6,4,4,3,1,4,3,0,3,0,0,1,1,4,3,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,2
"93",93,2,28,1,5,6,0,3,0,0,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,2,33,1,6,6,3,3,0,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3
"95",95,3,49,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,3,33,1,2,5,3,3,1,0,2,1,1,1,0,3,2,3,3,4,3,4,0,2,4,4,4,2,2,4,4,4,4,2,4,3,4,4,4,4,4,4,4,1,4,3,4,4,2,4,4,4,4,2,4,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,2,32,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,1,37,2,2,5,3,2,3,4,0,0,2,2,3,2,1,1,2,0,2,3,0,2,4,2,3,0,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,0,4,4,2,3,0,3,4,3,3,0,4,3,3,3,0,3,3,1,2,0,3,3,0,2,0
"99",99,2,20,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,2,21,1,6,4,1,2,1,2,1,2,3,2,1,2,3,1,3,2,3,1,2,0,2,3,1,1,2,2,0,1,1,1,3,0,3,0,2,2,2,1,2,2,1,1,3,1,1,2,1,2,1,0,0,3,3,1,2,3,3,1,2,1,3,2,0,2,2,1,3
"101",101,3,31,1,2,5,4,3,0,3,3,0,2,0,3,1,4,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,4,2,4,3,1,4,2
"102",102,2,66,1,2,7,3,3,3,3,3,3,0,3,0,0,1,3,3,4,4,4,0,2,4,4,4,0,2,4,4,4,2,2,4,2,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,2,4,0,4,4,2,4,0,2,3,1,4,3,2,4,1,4,0
"103",103,2,27,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,3,39,2,1,6,4,4,0,4,4,0,0,0,3,0,0,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,1,24,1,1,6,4,4,0,3,4,4,0,0,0,0,4,4,3,1,4,3,4,4,4,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,4,4,2,4,2,4,4,4,2,2,4,4,3,3,2
"106",106,2,38,2,1,6,3,3,1,2,1,2,1,1,0,0,2,2,3,3,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,2,37,1,6,7,1,2,2,4,3,4,3,2,4,3,2,1,1,2,1,3,0,2,4,4,4,3,3,4,4,3,4,3,4,4,3,4,3,3,4,4,3,3,4,3,3,4,3,3,2,3,4,2,3,3,3,4,2,4,1,4,4,2,2,2,4,3,2,3,3
"108",108,2,23,2,5,6,4,0,4,4,4,0,4,4,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,4,0,0,0
"109",109,2,34,1,6,5,4,3,3,2,3,2,3,4,2,1,2,2,2,2,3,1,3,2,4,1,3,1,1,2,2,1,3,3,3,3,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,3,61,2,2,6,3,3,2,2,1,2,3,2,2,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,2,3,2,3,2,2,1,2,3,3,2,2,2,3,3,2,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1
"111",111,NA,NA,NA,NA,NA,3,2,1,3,2,1,2,2,1,1,1,1,3,2,2,2,0,2,4,4,3,0,3,4,4,2,3,2,4,2,2,3,2,4,3,3,3,2,4,2,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,2,26,2,5,6,4,3,1,4,3,0,1,1,3,3,0,1,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,3,36,1,5,7,4,3,0,1,3,1,0,1,1,2,1,3,4,3,3,4,2,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,2,39,2,8,5,4,3,0,4,3,0,3,0,4,4,1,0,2,0,0,3,0,3,2,0,3,0,3,3,1,4,2,3,3,3,4,4,4,3,1,4,3,3,4,0,4,4,4,4,0,4,4,2,3,2,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4
"115",115,2,51,2,5,7,4,3,0,0,4,0,0,3,0,0,1,3,4,3,3,4,0,1,4,2,4,1,4,4,4,4,3,1,3,2,4,4,2,4,0,4,4,2,4,3,4,4,1,4,2,4,4,2,4,3,4,4,4,4,3,4,4,2,4,3,4,4,2,4,3
"116",116,3,21,1,6,5,3,4,1,1,4,4,3,3,3,0,4,3,4,4,4,4,0,1,2,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,4,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,4,4,3,4,4
"117",117,3,30,2,1,6,3,4,1,1,4,2,0,1,0,0,3,4,4,4,4,3,2,0,2,3,4,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,2,49,2,5,6,3,4,3,3,3,1,1,2,3,0,3,3,3,3,3,4,0,3,4,4,4,1,4,4,3,4,3,2,3,3,4,3,2,3,3,4,3,1,3,4,4,4,3,1,0,4,3,2,2,3,4,4,3,3,3,3,4,3,3,3,4,4,3,4,4
"119",119,2,47,2,2,6,4,4,2,3,4,0,0,0,1,0,2,4,3,2,4,3,0,4,4,3,3,1,4,4,2,4,3,2,4,3,4,4,2,4,2,4,4,2,4,3,4,4,2,4,2,4,3,3,4,2,4,3,3,4,2,4,3,3,4,3,4,4,3,4,3
"120",120,1,62,2,1,4,4,4,2,2,4,3,0,3,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"121",121,2,43,2,1,7,3,1,0,4,3,1,2,3,3,1,1,1,2,1,2,3,0,1,3,2,4,1,2,4,1,2,0,1,2,1,2,1,1,3,1,1,1,1,2,0,1,0,1,2,0,1,1,1,3,0,1,1,1,3,1,1,2,1,2,0,2,3,2,3,1
"122",122,NA,NA,NA,NA,NA,4,3,1,2,0,0,1,4,0,3,1,3,2,1,1,0,0,3,3,4,2,4,4,3,1,3,4,4,4,0,4,4,3,3,2,4,4,3,3,2,4,4,3,4,4,4,4,3,2,1,4,4,4,3,0,4,4,2,3,2,3,3,4,4,3
"123",123,3,27,1,1,4,4,4,0,0,4,2,0,0,0,0,4,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,2,34,2,1,7,4,3,0,4,4,0,2,1,2,0,2,0,3,2,3,4,0,3,3,4,4,1,4,4,4,4,2,4,3,4,4,2,4,3,4,4,2,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2
"125",125,2,30,1,6,5,1,3,3,1,1,1,2,1,2,2,1,1,1,1,1,2,3,3,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,3,27,2,5,6,2,4,1,2,4,2,1,2,1,0,3,3,4,4,4,4,0,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"127",127,3,34,2,1,6,4,4,1,3,2,2,0,0,1,1,3,4,4,4,2,3,1,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,1,25,2,5,6,3,3,2,4,3,1,3,2,1,1,3,2,3,2,3,3,0,1,4,4,4,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,2,43,1,5,6,1,4,0,3,4,2,0,2,2,0,2,3,4,4,3,4,3,3,4,3,4,3,4,4,3,4,3,3,4,3,4,3,2,3,2,4,4,3,4,2,4,4,3,4,2,4,4,3,4,4,4,4,3,4,3,3,3,1,4,2,3,2,1,3,1
"131",131,2,38,2,6,6,2,4,0,2,1,3,0,0,0,0,4,3,4,4,3,4,0,4,4,4,4,2,4,4,4,4,1,4,2,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2
"132",132,3,64,1,6,5,3,3,2,2,1,1,2,3,1,0,2,1,1,3,4,2,0,0,4,4,1,1,1,4,4,1,2,0,4,4,1,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,2,3,1,3,4,1,1,1,4,4,1,1,1,4,4
"133",133,1,34,2,2,6,1,4,0,2,2,0,0,0,0,3,2,3,4,3,1,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
"134",134,1,52,1,2,6,4,4,3,1,4,0,0,3,4,0,1,3,1,3,2,4,0,1,3,1,4,0,2,4,2,3,2,1,4,0,3,4,1,4,1,2,3,0,4,0,2,4,1,4,0,2,3,0,3,0,2,4,1,4,0,2,3,0,4,0,2,4,1,4,0
"135",135,1,44,2,1,6,4,3,1,3,4,0,3,3,1,0,3,0,3,2,1,3,0,3,3,3,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,1,26,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,2,43,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,2,52,2,2,6,4,4,2,3,4,0,1,0,2,1,1,2,3,3,2,3,1,2,4,0,3,2,2,4,2,3,0,2,4,2,3,0,2,4,2,2,1,2,4,4,3,2,2,4,3,3,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,3
"139",139,3,49,1,2,6,3,3,0,2,3,2,0,0,1,0,3,2,4,3,4,4,1,2,4,3,4,3,2,4,3,4,4,3,4,3,4,4,2,4,3,4,4,2,4,0,4,4,2,4,0,4,4,2,3,1,4,4,2,3,0,2,4,1,4,1,3,4,1,4,0
"140",140,1,32,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,2,2,2,3,2,2,1,2,3,3,1,1,1,3,3,3,1,2,4,3,2,2,2,4,3,2,3,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3
"141",141,3,27,2,5,5,4,2,1,3,2,0,2,1,2,3,2,1,4,3,2,4,0,3,4,4,4,1,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,2,3,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,3,27,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,2,2,4,4,4,4,4,3,0,2,4,4,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,3,30,1,1,6,4,2,1,0,2,2,0,2,1,1,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,0,3,3,0,1,2,3,2,0,1,2,2,3,1,1,2,2,3,1,1,2,3,3,0,0,3,3,3,0,0,2
"144",144,2,43,2,1,6,4,4,0,1,3,2,0,0,0,1,3,3,4,4,3,3,1,3,4,3,4,2,3,4,3,4,2,3,4,4,4,3,3,4,3,4,3,3,4,4,4,4,4,4,2,4,4,3,4,2,4,4,4,4,2,4,4,3,4,2,4,4,3,4,2
"145",145,3,30,2,5,6,2,4,2,3,3,2,0,1,3,0,3,4,3,2,3,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3
"146",146,4,42,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,4,0,4,3,4,4,1,4,4,4,4,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,3,21,2,5,6,2,4,0,3,2,2,1,1,0,1,3,3,3,2,3,4,0,4,0,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,2,27,1,5,6,0,4,0,0,4,4,0,0,0,0,4,4,4,0,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,2,42,2,8,6,4,3,0,3,2,0,1,0,1,2,2,2,3,3,2,2,0,2,4,4,2,4,2,4,4,3,2,2,4,4,4,4,4,4,4,3,0,3,4,4,4,4,4,4,4,3,4,2,4,4,4,4,2,4,4,3,0,2,4,4,4,4,4,4,4
"150",150,2,40,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,2,75,2,2,5,4,4,1,0,3,0,0,0,0,4,3,4,4,4,3,4,0,4,4,2,4,0,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,2,26,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,0,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,3,4,3,4,0,4,4,4,4,2
"153",153,3,31,1,5,6,0,4,0,0,4,0,0,4,0,0,4,4,4,4,4,2,0,3,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
"154",154,2,25,2,2,4,4,3,3,4,4,0,3,4,4,0,0,3,2,0,0,4,2,1,4,4,4,2,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"155",155,4,30,2,1,6,4,4,0,4,4,0,0,0,3,0,1,0,4,3,4,4,0,4,4,4,4,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,4,4,2,2,4,2,4,0,2,4,0,4,0,2,4,0
"156",156,2,45,2,2,5,4,4,3,4,1,2,1,3,4,3,0,1,1,0,3,3,0,3,3,4,4,0,4,4,4,4,3,3,4,4,3,4,3,4,4,3,2,1,4,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,4,4,4,2,4,4
"157",157,3,47,1,5,7,3,3,2,2,1,1,2,2,2,1,2,3,3,3,2,2,0,1,3,4,3,2,2,4,4,3,2,1,3,3,3,2,1,3,3,3,3,1,3,1,4,4,1,3,1,4,4,2,3,3,4,4,2,3,3,4,4,1,3,3,4,4,2,4,3
