"","ID","T1_PolParty","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1c_BFI_2_XS_extravert1","T1c_BFI_2_XS_agreeable1","T1c_BFI_2_XS_conscientious1","T1c_BFI_2_XS_neurotic1","T1c_BFI_2_XS_open1","T1c_BFI_2_XS_extravert2","T1c_BFI_2_XS_agreeable2","T1c_BFI_2_XS_conscientious2","T1c_BFI_2_XS_neurotic2","T1c_BFI_2_XS_open2","T1c_BFI_2_XS_extravert3","T1c_BFI_2_XS_agreeable3","T1c_BFI_2_XS_conscientious3","T1c_BFI_2_XS_neurotic3","T1c_BFI_2_XS_open3","T2_ActPast_Prevent_Self","T2_ActPast_Prevent_Mask","T2_ActPast_Prevent_Sanitize","T2_ActPast_SocialDistance","T2_ActPast_SelfIsolate","T2_ActPresent_Prevent_Self","T2_ActPresent_Prevent_Mask","T2_ActPresent_Prevent_Sanitize","T2_ActPresent_SocialDistance","T2_ActPresent_SelfIsolate","T3_ActPast_Prevent_Self","T3_ActPast_Prevent_Mask","T3_ActPast_Prevent_Sanitize","T3_ActPast_SocialDistance","T3_ActPast_SelfIsolate","T3_ActPresent_Prevent_Self","T3_ActPresent_Prevent_Mask","T3_ActPresent_Prevent_Sanitize","T3_ActPresent_SocialDistance","T3_ActPresent_SelfIsolate","T4_ActPast_Prevent_Self","T4_ActPast_Prevent_Mask","T4_ActPast_Prevent_Sanitize","T4_ActPast_SocialDistance","T4_ActPast_SelfIsolate","T4_ActPresent_Prevent_Self","T4_ActPresent_Prevent_Mask","T4_ActPresent_Prevent_Sanitize","T4_ActPresent_SocialDistance","T4_ActPresent_SelfIsolate","T5_ActPast_Prevent_Self","T5_ActPast_Prevent_Mask","T5_ActPast_Prevent_Sanitize","T5_ActPast_SocialDistance","T5_ActPast_SelfIsolate","T5_ActPresent_Prevent_Self","T5_ActPresent_Prevent_Mask","T5_ActPresent_Prevent_Sanitize","T5_ActPresent_SocialDistance","T5_ActPresent_SelfIsolate","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate"
"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,3,3,4,1,3,4,4,4,4,2,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,2,26,1,1,6,3,2,1,0,1,2,1,4,0,1,1,3,2,4,2,3,0,3,3,4,2,0,3,3,4,0,0,1,2,4,2,3,2,4,4,0,0,0,0,4,4,4,4,4,4,3,3,1,2,4,3,3,1,3,4,0,4,1,3,0,2,4,1,2,1
"3",3,2,23,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,3,40,1,5,7,2,3,0,1,4,4,1,0,0,0,4,2,4,3,4,4,0,4,4,2,4,0,4,4,3,4,1,4,3,0,4,1,4,3,0,4,1,3,3,0,4,1,3,3,0,4,1,4,2,0,4,1,4,2,0,4,2,4,3,0,4,2,4,3,0
"5",5,2,39,2,1,6,3,3,1,1,0,2,1,0,1,1,1,1,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"6",6,2,28,2,2,6,4,3,0,3,3,0,1,1,3,1,2,4,3,1,3,4,0,3,3,3,4,2,4,4,2,3,3,2,3,1,4,4,4,4,1,4,3,3,4,2,4,4,4,4,2,4,3,3,3,1,4,4,4,4,1,4,3,3,3,1,4,4,3,4,1
"7",7,2,30,2,1,5,1,4,1,3,4,1,0,1,1,0,2,2,4,1,3,4,0,2,4,3,4,1,2,4,3,4,3,3,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4
"8",8,2,35,2,4,5,4,3,3,2,4,0,0,1,2,0,1,2,2,3,3,2,1,2,4,3,4,2,2,4,4,2,1,3,4,4,3,4,4,4,4,4,2,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,3,32,2,2,5,3,1,2,4,4,1,2,3,3,1,1,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,4,4,1,0,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,2,22,2,1,5,4,2,1,4,4,0,4,4,4,1,1,0,1,1,4,4,0,4,4,0,4,1,4,4,2,4,1,1,4,4,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,3,52,2,5,6,3,3,1,3,3,1,1,1,2,1,1,1,3,1,2,4,0,2,4,3,4,2,3,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,0,4,4,4,4,0,4,4,3,4,2,4,4,4,4,2,4,4,3,4,2,4,4,4,4,2
"12",12,3,42,2,2,6,3,1,0,2,0,2,2,1,0,4,0,1,3,4,0,3,0,0,3,2,3,2,1,3,2,3,0,0,4,4,3,1,0,4,2,2,2,0,2,2,3,1,0,2,1,2,2,0,2,0,2,1,0,2,0,3,3,0,2,0,4,3,0,2,0
"13",13,2,36,2,1,4,3,3,0,2,4,2,1,0,1,0,2,1,3,3,4,3,2,3,3,3,4,2,4,3,3,4,3,4,3,4,4,4,3,3,3,3,4,3,2,3,3,4,3,2,2,4,4,3,3,3,4,4,4,3,3,3,4,3,2,3,4,4,3,2,3
"14",14,2,41,2,1,5,3,3,2,3,1,2,1,2,3,2,3,2,3,2,2,3,0,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"15",15,4,45,2,1,6,3,4,3,1,4,1,1,1,3,0,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,3,4,3,4,4,3,4,3
"16",16,3,41,1,2,4,3,4,2,2,1,1,3,3,4,2,1,4,2,2,2,2,0,0,4,3,2,0,1,4,4,3,0,2,3,3,4,2,2,3,3,3,0,1,3,3,3,1,1,3,3,2,2,1,2,2,1,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,2,28,2,6,7,1,4,0,4,3,0,1,3,3,1,2,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,2,21,2,1,5,3,3,2,4,4,0,1,3,2,0,2,1,2,1,4,2,0,0,2,2,2,1,2,1,2,4,4,4,2,3,3,4,3,1,1,3,3,3,3,3,4,4,4,4,4,3,3,2,1,4,4,4,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,2,60,1,1,6,0,3,0,0,4,4,0,0,0,0,4,1,4,4,4,4,2,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,2,40,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,3,34,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,1,4,4
"22",22,2,27,1,2,6,3,3,0,1,4,1,1,1,1,1,2,3,3,3,3,3,0,2,3,3,4,0,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,2,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,2
"23",23,1,38,2,2,6,1,2,2,2,2,3,2,2,2,1,2,2,3,2,3,3,0,2,2,3,3,1,3,3,3,3,1,2,3,3,3,1,2,3,3,2,0,1,3,2,2,0,3,3,2,3,4,2,3,2,3,4,2,3,2,2,3,1,2,2,2,3,1,2,2
"24",24,2,29,2,1,5,4,4,4,4,4,0,0,3,0,0,1,4,3,1,3,4,0,1,4,2,4,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,1,4,4,1,4,0
"25",25,3,30,2,5,4,4,4,3,3,3,3,0,3,2,1,2,4,3,3,3,4,0,1,3,4,4,0,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,1,36,1,2,7,0,3,0,0,3,3,0,0,0,0,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,4,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,2,4,4,4,4,3,4,4,3,3,2,4,4,4,4,3
"27",27,2,26,2,1,4,1,3,2,1,1,2,1,1,0,3,3,3,3,3,3,4,1,4,3,3,4,2,4,4,3,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"28",28,2,29,1,5,7,4,3,3,0,1,1,0,3,0,1,3,3,3,4,1,4,4,4,3,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,3,4,4,1,2,3
"29",29,1,31,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,2,27,1,5,6,0,4,0,2,4,3,0,0,1,0,3,4,4,3,4,4,0,2,3,4,2,0,3,4,4,2,4,3,4,3,3,4,3,4,3,4,4,3,4,0,4,4,3,4,1,4,4,3,4,2,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3
"31",31,2,36,2,1,4,1,3,1,3,3,3,2,1,0,1,1,2,3,3,4,4,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,2,35,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"33",33,3,28,2,5,6,4,3,3,4,4,1,2,1,4,2,1,0,4,4,2,4,3,2,2,0,4,4,2,3,1,4,4,2,4,2,4,4,4,4,1,4,4,0,4,2,4,4,0,4,1,4,4,1,3,0,4,4,0,3,0,4,4,0,3,0,4,4,0,4,1
"34",34,3,34,1,2,6,3,1,0,1,3,3,3,3,3,0,2,1,3,0,4,3,0,3,4,3,4,2,4,4,4,3,2,1,4,4,2,1,1,4,3,3,2,2,4,4,4,3,1,4,3,3,2,1,4,3,4,4,1,4,4,2,3,2,4,3,2,4,2,4,3
"35",35,3,38,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,3,3,4,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,4,3,1,1,2,2
"36",36,2,44,2,1,5,4,4,3,3,3,1,2,1,1,1,2,4,3,3,2,4,0,2,4,3,4,2,4,4,4,3,3,3,4,2,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,3,3,3,3,2,4,4,4,4,3,3,3,2,3,3,4,4,4,4,4
"37",37,2,35,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,4,1,4,1,0,4,3,3,4,2,1,2,4,3,2,4,3,1,2,3,3,0,4,2,2,3,4,3,2,3,3,1,4,3,3,3,4,3,3,2,2,2,3,3,2,1
"38",38,2,23,2,5,5,0,4,0,3,4,4,2,0,4,4,4,4,4,0,4,4,0,1,4,4,4,3,4,4,4,4,4,0,4,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,2,24,1,5,6,4,3,3,3,4,0,3,3,4,1,0,3,1,1,3,2,1,1,3,4,3,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,2,23,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,2,25,1,5,6,1,4,1,3,0,1,1,3,3,3,2,3,3,1,1,3,2,1,3,3,3,1,1,3,2,3,4,1,4,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,4,3,4,2
"42",42,2,65,2,1,4,3,4,0,0,3,0,0,0,0,0,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"43",43,2,45,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,2,36,1,1,4,1,2,0,0,2,2,0,0,0,2,2,1,4,4,2,4,0,4,4,4,4,1,4,4,4,4,0,3,4,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,4,4,4,4,4,4
"45",45,2,27,1,6,5,4,2,3,3,4,2,3,4,3,0,1,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,1,18,1,6,5,3,3,4,2,1,1,0,3,3,3,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,3,20,2,1,5,4,4,4,4,4,1,0,3,3,1,4,4,4,4,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"48",48,3,30,2,1,6,4,3,0,0,3,0,0,0,3,2,1,0,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"49",49,2,39,2,5,5,2,1,0,0,3,3,2,1,0,1,2,1,4,3,3,3,0,2,4,3,4,0,4,4,4,3,2,1,3,2,4,3,2,4,2,2,3,2,4,3,4,4,3,4,3,3,4,2,3,2,4,4,2,4,2,2,4,2,3,2,2,4,2,3,0
"50",50,2,34,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,4,4,4,4,2,4,4
"51",51,3,51,2,2,5,3,4,1,0,4,0,0,0,0,0,3,4,4,4,4,4,0,4,4,3,4,0,4,4,3,4,0,4,4,3,4,0,4,4,3,4,3,3,4,3,4,3,3,4,1,4,4,3,4,3,4,4,4,4,4,4,4,3,4,0,4,4,3,4,1
"52",52,2,45,1,1,7,1,4,0,0,3,2,0,0,0,0,4,4,4,4,3,4,0,4,4,0,4,0,4,4,0,4,4,4,4,1,4,4,4,4,1,4,4,3,4,0,4,4,3,4,0,4,4,4,4,0,4,4,4,4,1,4,4,4,4,1,4,4,4,4,1
"53",53,2,23,2,1,6,4,3,3,3,4,2,3,2,3,0,0,0,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"54",54,3,32,1,2,5,4,3,2,3,2,1,1,2,1,2,1,2,3,2,2,3,0,2,4,4,2,0,3,4,4,3,1,2,4,4,3,1,1,4,4,2,3,1,4,3,2,3,1,3,3,2,3,2,4,3,3,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,2,25,2,1,5,3,4,0,1,4,2,1,1,2,0,2,3,4,3,4,4,2,2,4,3,4,3,3,4,4,3,2,3,4,2,3,2,3,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,2,4,4,4,4,2
"56",56,2,28,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,2,20,2,6,5,3,4,1,1,4,3,1,3,1,0,2,4,4,4,3,3,0,2,4,4,3,2,4,4,4,3,3,3,4,4,2,4,3,4,4,3,4,2,4,4,4,4,2,4,4,4,4,3,3,4,4,4,3,3,4,2,4,2,2,3,4,4,3,1,4
"58",58,1,32,1,5,7,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,4,4,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,2,24,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,4,56,2,1,4,2,4,1,2,3,2,0,0,0,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,4,4,4,4,3
"61",61,3,24,2,5,6,1,4,1,1,3,1,0,3,1,1,3,4,2,3,3,4,0,2,3,3,4,0,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,2,4,4,1,2,1,3,4,1,2,1,4,4,2,2,1
"62",62,3,25,1,6,5,4,4,0,4,3,0,1,4,4,2,0,3,4,3,3,0,0,0,2,4,2,0,0,2,3,3,0,0,3,4,3,0,0,3,4,2,0,0,1,4,2,1,0,2,3,2,0,0,2,4,2,1,0,2,4,2,0,0,2,4,3,1,0,2,4
"63",63,2,31,1,5,6,1,3,1,1,3,3,0,1,1,1,3,3,4,3,3,3,4,3,3,4,1,4,3,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"64",64,2,37,1,5,4,3,3,3,1,4,2,3,3,0,0,0,3,3,3,2,3,1,1,4,3,4,1,1,4,2,3,3,1,4,4,3,3,1,4,4,2,3,1,3,4,3,4,1,3,3,2,4,1,2,3,2,4,1,2,3,3,4,1,2,3,3,4,1,2,3
"65",65,3,40,1,6,6,3,4,1,0,4,1,1,3,0,0,2,4,3,3,4,3,0,0,4,1,3,2,1,4,0,4,3,2,4,1,4,4,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,0,4,4,1,4,0,4,4,0,4,2,4,4,1,4,1
"66",66,2,35,2,1,5,1,4,0,3,4,0,0,0,1,0,1,3,4,2,3,4,0,4,4,0,4,0,4,4,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,0,4,4,4,4,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3
"67",67,2,21,2,5,5,0,4,4,4,4,1,3,4,4,2,1,1,3,0,1,4,0,4,4,4,4,3,4,4,4,3,1,4,4,4,4,0,4,4,4,3,0,3,3,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,3,61,1,2,4,0,4,0,1,4,2,0,1,0,2,3,0,3,4,3,3,0,0,3,3,4,0,0,3,4,1,0,0,4,4,2,0,0,4,4,1,0,0,4,4,2,0,0,4,4,0,0,0,4,4,0,0,0,0,4,1,0,0,4,4,2,0,0,4,4
"69",69,2,29,1,1,5,4,4,3,1,4,0,0,1,1,0,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,2,4,3,3,4,3,4,4,3,4,4,4,4,3,4,4,2,3,3,4,4,2,3,2
"70",70,2,24,2,2,5,0,4,0,0,4,4,3,0,0,0,4,0,4,4,4,4,0,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4
"71",71,2,36,1,2,4,2,4,2,4,4,4,4,0,2,0,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,3,49,1,2,5,2,4,1,2,3,2,1,0,0,1,3,3,4,4,3,3,0,2,3,2,4,0,3,3,2,3,0,1,3,2,3,1,1,3,2,3,1,2,2,2,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,2,27,1,1,5,1,1,2,3,1,1,0,2,1,1,3,1,3,3,3,4,0,2,3,4,4,1,3,3,4,4,1,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,4,3,3,3,3,4,4,3,3,4
"74",74,2,39,2,1,6,3,3,1,1,4,3,1,2,1,1,3,1,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,1,56,2,2,4,1,4,1,1,3,3,0,0,0,1,4,3,4,3,3,0,0,1,2,4,3,0,0,1,4,1,1,0,3,4,1,1,0,3,4,1,2,0,0,3,1,2,0,0,3,1,2,0,2,3,2,2,0,3,3,0,1,0,0,3,1,2,0,1,3
"76",76,3,38,1,5,6,3,4,3,1,3,2,2,3,2,4,2,4,3,4,4,3,2,2,2,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,2,3,3,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3
"77",77,3,27,2,2,7,3,4,0,4,2,1,2,2,3,0,0,2,4,0,4,4,0,4,4,4,4,1,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,2,31,2,5,7,3,3,1,1,2,2,1,3,2,1,2,1,3,3,2,4,4,2,4,4,4,4,2,4,4,3,4,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"79",79,3,41,2,2,4,1,4,3,1,2,0,0,1,1,2,2,2,4,4,2,3,0,3,4,3,3,0,3,4,3,4,1,3,4,3,3,4,3,4,3,4,3,3,4,4,4,3,4,4,3,4,3,3,4,2,4,4,3,4,2,4,4,3,4,2,4,4,4,4,2
